ZZXP;AGR;ARC;AGRDESC;AGRDESCen;DESC;DESCen;PR1;Q1;PR2;Q2;PR3;Q3;PR4;Q4;PR5;Q5
5018;E1832;PTF70;Stelvio Einbau-Sicherungshalter;Fuse Holders;VDE-Sicherungshalter 5x20;VDE Fuse Holder 5x20;113,38;10;80,98;100;64,79;1000;60,81;3000;56,84;5000
5019;F9111;AK3001/4;PTR Zugfederkraftklemmen RM5 Hebel;PTR Spring Force Terminals Pitch 5mm wit;AR-Klemmen 250V 4pol Hebel grau;Terminal Block 250V 4-Pole Lever Grey;51,69;10;40,97;50;35,61;200;33,43;500;31,25;1000
5020;F9111;AK3001/5;PTR Zugfederkraftklemmen RM5 Hebel;PTR Spring Force Terminals Pitch 5mm wit;AR-Klemmen 250V 5pol Hebel grau;Terminal Block 250V 5-Pole Lever Grey;64,02;10;50,75;50;44,11;200;41,41;500;38,7;1000
5021;F9111;AK3001/6;PTR Zugfederkraftklemmen RM5 Hebel;PTR Spring Force Terminals Pitch 5mm wit;AR-Klemmen 250V 6pol Hebel grau;Terminal Block 250V 6-Pole Lever Grey;76,33;10;60,5;50;52,59;200;49,36;500;46,14;1000
5022;F9151;AK3191/2;PTR Zugfederkraftklemmen RM2,5;PTR Spring Force Terminals Pitch 2,5mm;AR-Klemmen 130V 2pol grau;Terminal Block 130V 2-Pole Grey;26,55;10;21,05;50;18,3;200;17,17;500;16,05;1000
5023;F9151;AK3191/4;PTR Zugfederkraftklemmen RM2,5;PTR Spring Force Terminals Pitch 2,5mm;AR-Klemmen 130V 4pol grau;Terminal Block 130V 4-Pole Grey;50,64;10;40,14;50;34,89;200;32,75;500;30,61;1000
5024;F9113;AK4101/3;PTR Zugfederkraftklemmen RM5 Hebel;PTR Spring Force Terminals Pitch 5mm wit;AR-Klemmen 250V 3pol Hebel grau;Terminal Block 250V 3-Pole Lever Grey;44,3;10;35,12;50;30,53;200;28,65;500;26,78;1000
5025;F9113;AK4101/5;PTR Zugfederkraftklemmen RM5 Hebel;PTR Spring Force Terminals Pitch 5mm wit;AR-Klemmen 250V 5pol Hebel grau;Terminal Block 250V 5-Pole Lever Grey;72,21;10;57,24;50;49,75;200;46,7;500;43,65;1000
5026;F9511;AKZ1100/4;PTR Systemklemmen steckbar RM5,08 waager;PTR Plugable Multiconnectors, Pitch 5,08;Systemklemme 250V 4pol grün;Multiconnector 250V 4-Pole Green;97,78;10;77,51;50;67,38;200;63,24;500;59,11;1000
5027;F9321;AKZ700/2;PTR Anreihklemmen RM5,08 horizontal;PTR Terminal Blocks Pitch 5,08mm horizon;AR-Klemmen 250V 2pol grün;Terminal Block 250V 2-Pole Green;34,72;50;27,52;300;23,92;1000;22,45;3000;20,99;5000
5028;F9515;AKZ950/2-HC;PTR Systemklemmen steckbar RM5,08 vertic;PTR Multiconnectors Pitch 5,08 vertical;Systemklemme 250V 2pol grün;Multiconnector 250V 2-Pole Green;53;10;42,01;50;36,52;200;34,28;500;32,04;1000
5029;F9515;AKZ950/3-HC;PTR Systemklemmen steckbar RM5,08 vertic;PTR Multiconnectors Pitch 5,08 vertical;Systemklemme 250V 3pol grün;Multiconnector 250V 3-Pole Green;79,43;10;62,96;50;54,73;200;51,37;500;48,02;1000
5030;F9515;AKZ950/4-HC;PTR Systemklemmen steckbar RM5,08 vertic;PTR Multiconnectors Pitch 5,08 vertical;Systemklemme 250V 4pol grün;Multiconnector 250V 4-Pole Green;105,9;10;83,94;50;72,96;200;68,49;500;64,02;1000
5031;F9315;ARK110/2RT;PTR Anreihklemmen RM7,5 horizontal;PTR Terminal Blocks Pitch 7,5mm Horizont;AR-Klemmen 500V 2pol rot;Terminal Block 500V 2-Pole Red;19,77;50;15,67;300;13,62;1000;12,79;3000;11,95;5000
5032;F9315;ARK110/3GR;PTR Anreihklemmen RM7,5 horizontal;PTR Terminal Blocks Pitch 7,5mm Horizont;AR-Klemmen 500V 3pol grau;Terminal Block 500V 3-Pole Grey;29,64;50;23,5;300;20,42;1000;19,17;3000;17,92;5000
5033;F9541;ARK130/2;PTR Systemklemmen und Stiftleisten RM5;PTR Terminal Blocks, Pitch 5;Systemklemme 250V 2pol grau;Multiconnector 250V 2-Pole Grey;24,16;50;19,15;300;16,65;1000;15,62;3000;14,6;5000
5034;F9541;ARK130/3;PTR Systemklemmen und Stiftleisten RM5;PTR Terminal Blocks, Pitch 5;Systemklemme 250V 3pol grau;Multiconnector 250V 3-Pole Grey;36,26;50;28,75;300;24,99;1000;23,45;3000;21,92;5000
5035;F9355;ARK210/3;PTR Anreihklemmen RM5 horizontal;PTR Terminal Blocks Pitch 5 Horizontal;AR-Klemmen 250V 3pol grau;Terminal Block 250V 3-Pole Grey;24,26;50;19,23;300;16,72;1000;15,69;3000;14,67;5000
5036;F9357;ARK500/2;PTR Anreihklemmen RM5 horizontal;PTR Terminal Blocks Pitch 5 Horizontal;AR-Klemmen 250V 2pol grau;Terminal Block 250V 2-Pole Grey;17,15;50;13,59;300;11,81;1000;11,09;3000;10,37;5000
5037;F9628;SB510WS1-10;Bezeichnungsstreifen;Marking System for DIN-Rail Terminals;Einzelschild 5mm weiß/Aufdruck 1-10;Single Tag 5mm White/Imprint 1-10;2,04;10;1,62;50;1,41;100;1,32;500;1,23;1000
5038;F9541;STL130/24;PTR Systemklemmen und Stiftleisten RM5;PTR Terminal Blocks, Pitch 5;Stiftleiste brechbar 24pol;Pin Header Breakable 24-Pole;92,03;50;72,95;300;63,41;1000;59,52;3000;55,64;5000
5039;F9534;STL950WH2;PTR Wannenstiftleisten RM5 waagerecht;PTR Box Headers Pitch 5, Horizontal;Stiftleiste 250V 2pol grün Seitenwand;Box Header 250V 2-Pole Green Closed;17,09;10;13,55;50;11,78;200;11,06;500;10,33;1000
5040;F9534;STL950WH3;PTR Wannenstiftleisten RM5 waagerecht;PTR Box Headers Pitch 5, Horizontal;Stiftleiste 250V 3pol grün Seitenwand;Box Header 250V 3-Pole Green Closed;25,68;10;20,36;50;17,7;200;16,61;500;15,53;1000
5041;F9534;STL950WH4;PTR Wannenstiftleisten RM5 waagerecht;PTR Box Headers Pitch 5, Horizontal;Stiftleiste 250V 4pol grün Seitenwand;Box Header 250V 4-Pole Green Closed;34,2;10;27,11;50;23,57;200;22,12;500;20,68;1000
5042;F9534;STL950WH6;PTR Wannenstiftleisten RM5 waagerecht;PTR Box Headers Pitch 5, Horizontal;Stiftleiste 250V 6pol grün Seitenwand;Box Header 250V 6-Pole Green Closed;51,3;10;40,66;50;35,34;200;33,18;500;31,01;1000
5043;F9533;STL950WV2;PTR Wannenstiftleisten RM5 senkrecht;PTR Box Headers Pitch 5, Vertical;Stiftleiste 250V 2pol grün Seitenwand;Box Header 250V 2-Pole Green Closed;17,02;10;13,49;50;11,73;200;11,01;500;10,29;1000
5044;F9533;STL950WV3;PTR Wannenstiftleisten RM5 senkrecht;PTR Box Headers Pitch 5, Vertical;Stiftleiste 250V 3pol grün Seitenwand;Box Header 250V 3-Pole Green Closed;25,52;10;20,23;50;17,59;200;16,51;500;15,43;1000
5045;F9533;STL950WV4;PTR Wannenstiftleisten RM5 senkrecht;PTR Box Headers Pitch 5, Vertical;Stiftleiste 250V 4pol grün Seitenwand;Box Header 250V 4-Pole Green Closed;34,04;10;26,99;50;23,46;200;22,02;500;20,58;1000
5046;F9533;STL950WV5;PTR Wannenstiftleisten RM5 senkrecht;PTR Box Headers Pitch 5, Vertical;Stiftleiste 250V 5pol grün Seitenwand;Box Header 250V 5-Pole Green Closed;42,53;10;33,71;50;29,3;200;27,51;500;25,71;1000
5047;F9533;STL950WV6;PTR Wannenstiftleisten RM5 senkrecht;PTR Box Headers Pitch 5, Vertical;Stiftleiste 250V 6pol grün Seitenwand;Box Header 250V 6-Pole Green Closed;51,01;10;40,44;50;35,15;200;32,99;500;30,84;1000
5048;F9514;STLZ950WH2;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08, Horizontal;Stiftleiste 250V 2pol grün Seitenwand;Box Header 250V 2-Pole Green Closed;16,53;10;13,1;50;11,39;200;10,69;500;9,99;1000
5049;F9517;STLZ950WH2-HC;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08 horizontal;Stiftleiste 250V 2pol grün Seitenwand;Box Header 250V 2-Pole Green Closed;19,77;10;15,67;50;13,62;200;12,79;500;11,95;1000
5050;F9514;STLZ950WH3;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08, Horizontal;Stiftleiste 250V 3pol grün Seitenwand;Box Header 250V 3-Pole Green Closed;24,8;10;19,66;50;17,09;200;16,04;500;14,99;1000
5051;F9517;STLZ950WH3-HC;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08 horizontal;Stiftleiste 250V 3pol grün Seitenwand;Box Header 250V 3-Pole Green Closed;29,71;10;23,55;50;20,47;200;19,22;500;17,96;1000
5052;F9514;STLZ950WH4;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08, Horizontal;Stiftleiste 250V 4pol grün Seitenwand;Box Header 250V 4-Pole Green Closed;33,05;10;26,2;50;22,77;200;21,38;500;19,98;1000
5053;F9514;STLZ950WH5;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08, Horizontal;Stiftleiste 250V 5pol grün Seitenwand;Box Header 250V 5-Pole Green Closed;41,32;10;32,75;50;28,47;200;26,73;500;24,98;1000
5054;F9517;STLZ950WH5-HC;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08 horizontal;Stiftleiste 250V 5pol grün Seitenwand;Box Header 250V 5-Pole Green Closed;49,56;10;39,28;50;34,15;200;32,05;500;29,96;1000
5055;F9514;STLZ950WH6;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08, Horizontal;Stiftleiste 250V 6pol grün Seitenwand;Box Header 250V 6-Pole Green Closed;49,58;10;39,3;50;34,16;200;32,06;500;29,97;1000
5056;F9513;STLZ950WV2;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers, Pitch 5,08, Vertical;Stiftleiste 250V 2pol grün Seitenwand;Box Header 250V 2-Pole Green Closed;17,02;10;13,49;50;11,73;200;11,01;500;10,29;1000
5057;F9516;STLZ950WV2-HC;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers Pitch 5,08 vertical;Stiftleiste 250V 2pol grün Seitenwand;Box Header 250V 2-Pole Green Closed;19,72;10;15,63;50;13,59;200;12,75;500;11,92;1000
5058;F9513;STLZ950WV3;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers, Pitch 5,08, Vertical;Stiftleiste 250V 3pol grün Seitenwand;Box Header 250V 3-Pole Green Closed;25,52;10;20,23;50;17,59;200;16,51;500;15,43;1000
5059;F9513;STLZ950WV4;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers, Pitch 5,08, Vertical;Stiftleiste 250V 4pol grün Seitenwand;Box Header 250V 4-Pole Green Closed;34,04;10;26,99;50;23,46;200;22,02;500;20,58;1000
5060;F9516;STLZ950WV5-HC;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers Pitch 5,08 vertical;Stiftleiste 250V 5pol grün Seitenwand;Box Header 250V 5-Pole Green Closed;49,26;10;39,04;50;33,94;200;31,86;500;29,78;1000
5061;F9513;STLZ950WV6;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers, Pitch 5,08, Vertical;Stiftleiste 250V 6pol grün Seitenwand;Box Header 250V 6-Pole Green Closed;51,01;10;40,44;50;35,15;200;32,99;500;30,84;1000
5062;F9514;STLZ951-H2;PTR Wannenstiftleisten RM5,08 horizontal;PTR Box Headers Pitch 5,08, Horizontal;Stiftlei. 250V 2pol grün ohne Seitenwand;Box Header 250V 2-Pole Green Open;16,53;10;13,1;50;11,39;200;10,69;500;9,99;1000
5063;F9513;STLZ951-V2;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers, Pitch 5,08, Vertical;Stiftlei. 250V 2pol grün ohne Seitenwand;Box Header 250V 2-Pole Green Open;17,02;10;13,49;50;11,73;200;11,01;500;10,29;1000
5064;F9513;STLZ951-V3;PTR Wannenstiftleisten RM5,08 vertikal;PTR Box Headers, Pitch 5,08, Vertical;Stiftlei. 250V 3pol grün ohne Seitenwand;Box Header 250V 3-Pole Green Open;25,52;10;20,23;50;17,59;200;16,51;500;15,43;1000
5065;D2279;DPU100A10;Talema Speicher-/Entstördrosseln 10A;Talema Storage/EMI Suppression Chokes 10;Drossel 100uH 10A;Inductor 100uH 10A;3,92;5;3,11;25;2,7;100;2,54;200;2,37;500
5066;Y3757;ATTINY13V-10PU;MICROCHIP 8Bit-AVR-ISP-Flash-Microcontro;MICROCHIP 8Bit AVR ISP Flash Microcontro;MC 8bit 1,8V 1kB Flash 10MHz DIP8;MC 8bit 1,8V 1kB Flash 10MHz DIP8;1,43;5;1,28;50;1,09;200;1,05;500;1;1000
5067;D2273;DPU100A2;Talema Speicher-/Entstördrosseln 2A;Talema Storage/EMI Suppression Chokes 2;Drossel 100uH 2A;Inductor 100uH 2A;0,77;10;0,61;50;0,53;200;0,5;500;0,47;1000
5068;D2274;DPU100A3;Talema Speicher-/Entstördrosseln 3 A;Talema Storage/EMI Suppression Chokes 3;Drossel 100uH 3A;Inductor 100uH 3A;0,93;10;0,74;50;0,64;200;0,6;500;0,57;1000
5069;C5816;C46NF033;MKP-Funkentstörkondensatoren Klasse X2 2;MKP EMI Suppression Film Capacitors X2 2;MKP-Funkentstörkond 33nF 275V RM15;MKP Capacitor 33nF X2 275V P15;11,42;50;8,57;200;7,14;1000;6,7;2500;6,26;5000
5070;C5816;C46NF068;MKP-Funkentstörkondensatoren Klasse X2 2;MKP EMI Suppression Film Capacitors X2 2;MKP-Funkentstörkond 68nF 275V RM15;MKP Capacitor 68nF X2 275V P15;11,42;50;8,57;200;7,14;1000;6,7;2500;6,26;5000
5071;C5821;C49NF033-15;MKP-Funkentstörkondensatoren Klasse X1 2;MKP EMI Suppression Film Capacitors X1 2;MKP-Funkentstörkond 33nF 310V RM15;MKP Capacitor 33nF X1 310V P15;23,22;50;17,41;200;14,51;1000;13,62;2500;12,73;5000
5072;C5821;C49NF068-15;MKP-Funkentstörkondensatoren Klasse X1 2;MKP EMI Suppression Film Capacitors X1 2;MKP-Funkentstörkond 68nF 310V RM15;MKP Capacitor 68nF X1 310V P15;23,22;50;17,41;200;14,51;1000;13,62;2500;12,73;5000
5073;C5821;C49NF330-22;MKP-Funkentstörkondensatoren Klasse X1 2;MKP EMI Suppression Film Capacitors X1 2;MKP-Funkentstörkond 330nF 310V RM22,5;MKP Capacitor 330nF X1 310V P22,5;36,27;50;27,2;200;22,66;1000;21,27;2500;19,88;5000
5074;C5821;C49NF680-27;MKP-Funkentstörkondensatoren Klasse X1 2;MKP EMI Suppression Film Capacitors X1 2;MKP-Funkentstörkond 680nF 310V RM27,5;MKP Capacitor 680nF X1 310V P27,5;118,54;50;88,89;200;74,07;1000;69,52;2500;64,98;5000
5075;C5723;C75NF330-400;MKP-Kondensatoren R75 RM15 bis RM37,5 10;MKP Film Capacitors R75 P15...P37,5 10%;MKP 330nF 400V 10% RM15;MKP Capacitor 330nF 400V 10% P15;36,39;50;27,29;200;22,74;1000;21,34;2500;19,95;5000
5076;C5527;C82NF033;MKT-Folienkondensatoren R82 gegurtet RM5;MKT Film Capacitors R82 Pich 5,0 Taped;MKT 33nF 100V 10% RM5 Gurt;MKT Capacitor 33nF 100V 10% P5 Taped;3,99;100;2,99;500;2,49;1500;2,34;3000;2,18;6000
5077;C5527;C82NF330;MKT-Folienkondensatoren R82 gegurtet RM5;MKT Film Capacitors R82 Pich 5,0 Taped;MKT 330nF 63V 10% RM5 Gurt;MKT Capacitor 330nF 63V 10% P5 Taped;9,02;100;6,77;500;5,64;1500;5,29;3000;4,95;6000
5078;C5525;C82NF330L;MKT Kondensator R82 lose RM5;MKT Film Capacotors R82 Pich5,0 Bulk;MKT 330nF 63V 10% RM5;MKT Capacitor 330nF 63V 10% P5;8,51;100;6,38;500;5,32;1000;4,99;3000;4,66;5000
5079;C5831;CFY3.3NF41;MKP-Funkentstörkondensatoren Klasse Y2;MKP Suppression Film Capacitors Y2 20%;MKP-Funkentstörkond 3,3nF 300V RM10;MKP Capacitor 3,3nF 300V P10;17,83;50;13,37;200;11,14;1000;10,46;2500;9,77;5000
5080;G5117;HA1590DFLBK;Hammond Aluminium-Druckgussgehäuse mit F;Hammond Diecast Aluminium Enclosures Fla;Alu-Gehäuse 187x119x56 Flansch sw;Aluminium Encl. 187x119x56 Fl. Lid BK;25,35;1;21,45;5;19,51;10;18,62;25;17,73;50
5081;G5116;HA1590E;Hammond Aluminium-Druckgussgehäuse;Hammond Diecast Aluminium Enclosures;Alu-Geh. 188x120x82;Aluminium Encl. 188x120x82;19,36;1;16,38;5;14,9;10;14,22;25;13,54;50
5082;G5116;HA1590EBK;Hammond Aluminium-Druckgussgehäuse;Hammond Diecast Aluminium Enclosures;Alu-Geh. 188x120x82 sw;Aluminium Encl. 188x120x82 BK;25,57;1;21,63;5;19,68;10;18,78;25;17,87;50
5083;U1375;BSS64;SMD-Hochspannungstransistoren BCX_, BF_,;SMD High Voltage Transistors BCX_, BF_,;NPN 80V 0,1A 0,25W B>20 SOT23;NPN 80V 0,1A 0,25W B>20 SOT23;3,15;100;2,36;500;1,97;3000;1,88;6000;1,79;12000
5084;G7831;FS1977AC-RT;Frontrahmen/Filterscheiben für LED/LCD-A;Frames/Filter Glasses for LED/LCD 13mm;Filterscheibe Acryl 90x25 rot;Filter Glass Acryl 90x25 Red;74,64;5;59,2;25;51,5;100;49,14;200;46,78;500
5085;U1775;BST52;SMD-Darlington-Kleinleistungstransistore;SMD Darlington Small Signal Transistors;NPN-Darl+Dio 80V 1A 1,3W B>1000 SOT89;NPN-Darl+Dio 80V 1A 1,3W B>1000 SOT89;25,24;100;20,02;500;17,41;1000;16,76;3000;16,11;5000
5086;D2271;DPU150A0.5;Talema Speicher-/Entstördrosseln 0,5 A;Talema Storage/EMI Suppression Chokes 0,;Drossel 150uH 0,5A;Inductor 150uH 0,5A;1,02;10;0,81;50;0,71;200;0,66;500;0,62;1000
5087;E1314;ESKA887014;ESKA Kleinstsicherungen, kurz, radial, t;ESKA Fuse-Links, Short Radial, Time Lag;Kleinstsicherung kurz träge 0,5A;Miniature Fuse Short Time-lag 0,5A;32,9;10;22,51;50;17,32;200;15,87;500;14,44;1000
5088;E1314;ESKA887017;ESKA Kleinstsicherungen, kurz, radial, t;ESKA Fuse-Links, Short Radial, Time Lag;Kleinstsicherung kurz träge 1A;Miniature Fuse Short Time-lag 1A;32,9;10;22,51;50;17,32;200;15,87;500;14,44;1000
5089;C6218;FYD0H474ZF;GoldCap SMD Serie FYD/FYL;GoldCap SMD Series FYD/FYL;Supercap-El 0,47F 5,5V 16,5x15mm RM5,08;SuperCap 0,47F 5,5V 16,5x15mm P5,08;1,69;1;1,43;10;1,3;50;1,24;100;1,18;200
5090;V4734;ZY13;Diotec Z-Dioden 2W ZY_ DO41;Diotec Z-Diodes 2W ZY_ DO41;Z-Diode 2W 13V DO41;Z-Diode 2W 13V DO41;6,5;100;4,87;500;4,06;2000;3,87;5000;3,69;10000
5091;E6217;FRS1B24;DIL-Miniaturrelais Serie FRS 1xU;DIL Miniature Relays, FRS Series, SPDT;Relais 1xU 1A 24V 1280R;Relay SPDT 1A 24V 1280R;0,69;25;0,55;50;0,48;100;0,45;200;0,42;500
5092;W1267;LTW420C5;LITEON/MIC Leuchtdioden klar weiß ultrah;LITEON/MIC Light-Emitting Diodes water-c;LED klar weiß 2600mcd 25° 3mm;LED Water-clear White 2600mcd 25° 3mm;12,2;50;9,2;200;7,7;500;7,35;1000;7;3000
5093;E4440;SIA24D-2K;Meder SIL-Reedrelais Serie SIA 1xA RM5,0;Meder SIL Reed Relays Series SIA SPST RM;SIP/SIL-Reedrelais 1xNO 24V 2000R Diode;SIP/SIL-Reed Relay SPST 24V 2000R Diode;1,6;10;1,28;50;1,07;100;1,04;500;1,01;1000
5094;E4213;MLS31A-PP;Levelsensoren mit Magnetschwimmer;Level-Sensors;Levelsensor 1xNO 0,5A 10W PP waagerecht;Level Sensor SPST 0,5A 10W PP Horizontal;8,79;5;7,03;25;5,86;50;5,69;100;5,53;200
5095;E4211;MK67B;Reed-Sensoren;Reed Sensors;Reedsensor 1xNO 0,5A 10W 10-15AT PC;Reed Sensor 1xA 0,5A 10W 10-15AT PC;0,93;10;0,74;50;0,62;100;0,6;200;0,58;500
5096;E4411;DIP051A7212L;Meder DIP-Reedrelais 1xA;Meder DIP Reed Relays SPST;DIP/DIL-Reedrelais 1xNO 5V 500R;DIP/DIL Reed Relay SPST 5V 500R;1,62;25;1,29;50;1,08;100;1,05;500;1,02;1000
5097;E4415;DIP052A7221L;Meder DIP-Reedrelais 2xA;Meder DIP Reed Relays DPST;DIP/DIL-Reedrelais 2xNO 5V 200R;DIP/DIL Reed Relay DPST 5V 200R;3,82;10;3,05;50;2,55;100;2,47;500;2,4;1000
5098;E4419;DIP121C9051D;DIP-Reedrelais mit Diode 1xU;DIP Reed Relays with Diode SPDT;DIP/DIL-Reedrelais 1xU 12V 500R Diode;DIP/DIL Reed Relay SPDT 12V 500R Diode;5,66;10;4,53;50;3,77;100;3,67;200;3,56;500
5099;E4440;SIA12-1K;Meder SIL-Reedrelais Serie SIA 1xA RM5,0;Meder SIL Reed Relays Series SIA SPST RM;SIP/SIL-Reedrelais 1xNO 12V 1000R;SIP/SIL Reed Relay SPST 12V 1000R;1,93;10;1,54;50;1,28;100;1,25;500;1,21;1000
5100;E4111;KSK1C90-2025;Reed-Kontakte, Schließer/Umschalter;Reed Contacts;Reedkontakt 1xU 0,5A 10W 20-25AT;Reed Contact SPDT 0,5A 10W 20-25AT;2,08;10;1,66;50;1,39;100;1,35;500;1,31;1000
5101;E4211;MK67C;Reed-Sensoren;Reed Sensors;Reedsensor 1xNO 0,5A 10W 15-20AT PC;Reedsensor 1xA 0,5A 10W 15-20AT PC;1,86;10;1,49;50;1,24;100;1,2;200;1,17;500
5102;E1221;RXEF017;PolySwitch-Bauelemente Serie RXFE;PolySwitch Resettable Devices Series RXF;PolySwitch-Bauelement 60V 0,17A;PolySwitch Resettable Device 60V 0,17A;33,5;10;22,33;50;18,61;200;17,47;500;16,32;1000
5103;E1221;RXEF065;PolySwitch-Bauelemente Serie RXFE;PolySwitch Resettable Devices Series RXF;PolySwitch-Bauelement 72V 0,65A;PolySwitch Resettable Device 72V 0,65A;30,75;10;20,5;50;17,09;200;16,04;500;14,98;1000
5104;E1221;RXEF110;PolySwitch-Bauelemente Serie RXFE;PolySwitch Resettable Devices Series RXF;PolySwitch-Bauelement 72V 1,1A;PolySwitch Resettable Device 72V 1,1A;30,98;10;20,65;50;17,21;200;16,16;500;15,09;1000
5105;E1221;RXEF160;PolySwitch-Bauelemente Serie RXFE;PolySwitch Resettable Devices Series RXF;PolySwitch-Bauelement 72V 1,6A;PolySwitch Resettable Device 72V 1,6A;45,94;10;30,62;50;25,53;200;23,96;500;22,38;1000
5106;E1221;RXEF250;PolySwitch-Bauelemente Serie RXFE;PolySwitch Resettable Devices Series RXF;PolySwitch-Bauelement 72V 2,5A;PolySwitch Resettable Device 72V 2,5A;67,75;10;45,15;50;37,64;200;35,34;500;33,01;1000
5107;E1222;RUEF090;PolySwitch-Bauelemente Serie RUEF;PolySwitch Resettable Devices Series RUE;PolySwitch-Bauelement 30V 0,9A;PolySwitch Resettable Device 30V 0,9A;30,2;10;20,13;50;16,78;200;15,75;500;14,71;1000
5108;E1222;RUEF110;PolySwitch-Bauelemente Serie RUEF;PolySwitch Resettable Devices Series RUE;PolySwitch-Bauelement 30V 1,1A;PolySwitch Resettable Device 30V 1,1A;26,23;10;17,48;50;14,57;200;13,68;500;12,78;1000
5109;E1222;RUEF135;PolySwitch-Bauelemente Serie RUEF;PolySwitch Resettable Devices Series RUE;PolySwitch-Bauelement 30V 1,35A;PolySwitch Resettable Device 30V 1,35A;31,37;10;20,91;50;17,43;200;16,37;500;15,29;1000
5110;E1222;RUEF185;PolySwitch-Bauelemente Serie RUEF;PolySwitch Resettable Devices Series RUE;PolySwitch-Bauelement 30V 1,85A;PolySwitch Resettable Device 30V 1,85A;34,35;10;22,89;50;19,09;200;17,92;500;16,73;1000
5111;E1222;RUEF250;PolySwitch-Bauelemente Serie RUEF;PolySwitch Resettable Devices Series RUE;PolySwitch-Bauelement 30V 2,5A;PolySwitch Resettable Device 30V 2,5A;26,3;10;17,53;50;14,62;200;13,72;500;12,82;1000
5112;E1222;RUEF800;PolySwitch-Bauelemente Serie RUEF;PolySwitch Resettable Devices Series RUE;PolySwitch-Bauelement 30V 8A;PolySwitch Resettable Device 30V 8A;100,54;10;67,02;50;55,87;200;52,45;500;48,98;1000
5113;E1251;SMD075F-2;PolySwitch-Bauelemente Serie SMD_F;PolySwitch Resettable Devices Series SMD;SMD-PolySwitch-Bauelement30V 0,75A;SMD PolySwitch Resett. Device 30V 0,75A;36,35;10;24,23;50;20,2;200;18,96;500;17,71;1000
5114;E1221;RXEF075;PolySwitch-Bauelemente Serie RXFE;PolySwitch Resettable Devices Series RXF;PolySwitch-Bauelement 72V 0,75A;PolySwitch Resettable Device 72V 0,75A;34,37;10;22,91;50;19,1;200;17,93;500;16,75;1000
5115;C5621;LDE220NF-63;SMD-MKT-Kondensatoren;SMD MKT Film Capacitors;SMD-MKT 220nF 10% 63V 1812;SMD MKT Capacitor 220nF 10% 63V 1812;37,44;100;29,69;500;25,83;1500;24,65;3000;23,48;6000
5116;E2335;MKS8014S;Kippschalter, fluxdicht;Toggle Switches, Flux Sealed;Kippschalter E-0-E 28VDC 5A stehend löt;Toggle Swi. On-Off-On 28VDC 5A Vert. Sol;1,57;10;1,12;50;0,9;200;0,82;500;0,75;1000
5117;E2335;MKST80LK11-D;Kippschalter, fluxdicht;Toggle Switches, Flux Sealed;Verriegel-Kippschalter 2xU Gold;Locking Toggle Switch DPDT Gold;5,49;10;3,92;50;3,14;200;2,88;500;2,61;1000
5118;E2335;MKST80LK12-D;Kippschalter, fluxdicht;Toggle Switches, Flux Sealed;Verriegel-Kippschalter 2xE-0-E Gold;Locking Toggle Switch 2xOn-Off-On Gold;5,77;10;4,12;50;3,3;200;3,02;500;2,75;1000
5119;E2335;MKST80LK13-S;Kippschalter, fluxdicht;Toggle Switches, Flux Sealed;Verriegel-Kippschalter 1xU Gold;Locking Toggle Switch 1xSPDT Gold;4,84;10;3,46;50;2,77;200;2,54;500;2,31;1000
5120;E2335;MKST80LK301-3P;Kippschalter, fluxdicht;Toggle Switches, Flux Sealed;Verriegel-Kippschalter 3xU Gold;Locking Toggle Switch 3xSPDT Gold;7,87;10;5,62;50;4,5;200;4,12;500;3,75;1000
5121;E3315;LT3-15-B3-H;Leiterplattenanzeige 15x15 mit LED;PCB indicator 15x15 with LED;PCB-Anzeige 15x15 LED rt;PCB Indicator 15x15 LED RD;1,14;10;0,9;50;0,78;200;0,73;500;0,69;1000
5122;E3315;LT3-15-B5-H;Leiterplattenanzeige 15x15 mit LED;PCB indicator 15x15 with LED;PCB-Anzeige 15x15 LED ge;PCB Indicator 15x15 LED YE;1,14;10;0,9;50;0,78;200;0,73;500;0,69;1000
5123;E3315;LT3-15-B6-H;Leiterplattenanzeige 15x15 mit LED;PCB indicator 15x15 with LED;PCB-Anzeige 15x15 LED gn;PCB Indicator 15x15 LED GN;1,14;10;0,9;50;0,78;200;0,73;500;0,69;1000
